"Descripción del contrato","Entidad ","Contratista","Nomenclatura del proceso","Número del contrato","Objeto ","Moneda ","Monto ","Presupuesto ","CCP ","Previsión Presupuestal ","Fecha de suscripción del contrato","Fecha de inicio del contrato","Fecha fin del contrato","Estado"
"CONTRATACIÓN DE SERVICIOS DE EXAMENES DE RESONANCIA MAGNETICA PARA EL HOSPITAL III IQUITOS RED ASISTENCIAL LORETO PERIODO DE 365 DIAS CALENDARIO","20131257750-SEGURO SOCIAL DE SALUD","20603118139-WISAR SALUD S.A.C.","CP-SM-7-2021-ESSALUD/RALO-1","001-GRALO-ESSALUD-2022","SERVICIO","S/","506880"," "," "," ","24/01/2022","25/01/2022","24/01/2023","Publicado"
" ADQUISICION DE FRUTAS SIN FICHA TECNICA APROBADA PARA EL SERVICIO DE NUTRICION DEL HOSPITAL BASE III DE LA RED ASISTENCIAL JULIACA","20131257750-SEGURO SOCIAL DE SALUD","20447849047-MIA MARKET AUTOSERVICIOS MULTIPLES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA","AS-SM-16-2021-ESSALUD-RAJUL-1","001--GRAJUL-ESSALUD-2022","BIEN","S/","38946"," "," "," ","05/01/2022","06/01/2022","05/01/2023","Publicado"
"ADJUDICACION SIMPLIFICADA N°35-2021-ESSALUD-RPR-1 ""SERVICIO ANUAL DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL EQUIPO DE ALTA TECNOLOGIA, SERVICIO DE MANTENIMIENTO DE CONTADORES DE RADIOISOTOPOS DEL HNRM""","20131257750-SEGURO SOCIAL DE SALUD","20507237984-ALEPH GROUP & ASOCIADOS SAC","AS-SM-35-2021-ESSALUD-RPR-1","CONTRATO N°001-2022-GRPR-ESSALUD","SERVICIO","S/","92000"," "," "," ","10/01/2022","11/01/2022","10/01/2023","Publicado"
"ADQUISICION DE GAS LICUADO DE PETROLEO GLP PARA EL FUNCIONAMIENTO DE LOS TANQUES CALENTADORES DE AGUA DEL HOSPITAL II ALBERTO HURTADO ABADIA-LA OROYA DE LA RED ASISTENCIAL JUNIN","20131257750-SEGURO SOCIAL DE SALUD","20486255171-CORPORACION RIO BRANCO S A","AS-SM-20-2021-ESSALUD/RASJUN-2","03-2022","BIEN","S/","197849.52"," "," "," ","07/01/2022","08/01/2022","31/01/2023","Publicado"
"CONTRATACION DE BIENES: SUMINISTRO DE COMBUSTIBLE  DIESEL B5- S50 PARA LA RED ASISTENCIAL MOYOBAMBA","20131257750-SEGURO SOCIAL DE SALUD","10011581957-URBINA GALAN ORESTES MARTIN","SIE-SIE-1-2021-ESSALUD/RAMOY-2","02-RAMOY-2022","BIEN","S/","160900"," "," "," ","07/01/2022","08/01/2022","07/01/2023","Publicado"
"SERVICIO DE MOVILIDAD LOCAL PARA LA CONTRATACION DE MOVILIDAD DOMICILIARIA PADOMI Y AREAS ADMINISTRATIVAS DEL HOSPITAL III CHIMBOTE - PCC VICTOR PANTA RODRIGUEZ - HOSPITAL I CONO SUR - CENTRO MÉDICO COISHCO, PERIODO 2022","20131257750-SEGURO SOCIAL DE SALUD","20601803292-SERVICIOS GENERALES D&#39; GOLDEN S.A.C.","AS-SM-23-2021-ESSALUD/RAAN-1","4-2022","SERVICIO","S/","225888"," "," "," ","18/01/2022","01/02/2022","31/01/2023","Publicado"
" SERVICIO DE RECOLECCIÓN, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS SÓLIDOS BIOCONTAMINADOS  Y ESPECIALES DE LOS ESTABLECIMIENTOS DE SALUD","20131257750-SEGURO SOCIAL DE SALUD","20511964653-SERVICIOS GENERALES MANTENIMIENTO &#39;HUANCHAQUITO&#39; S.R.L.","AS-SM-5-2021-ESSALUD/RAAY-3","03-2022","SERVICIO","S/","203232"," "," "," ","12/01/2022","15/01/2022","14/01/2023","Publicado"
"COMPRA DE CARNE DE POLLO PARA LA PREPARACION DE DIETAS DE PACIENTES HOSPITALIZADOS  POR UN AÑO PARA LA EL HOSPITAL II CAJAMARCA ","20131257750-SEGURO SOCIAL DE SALUD","10266211282-SANGAY TERRONES ORFELINDA","AS-SM-25-2021-ESSALUD/RACAJ-2","ORDEN DE COMPRA. 4503961963","BIEN","S/","65856"," "," "," ","01/01/2022","01/01/2022","31/12/2022","Publicado"
"CONTRATACION DIRECTA N°66-2021-ESSALUD-RPR-1 (2107D00661) ""ADQUISICION DE REACTIVOS PARA EL BANCO DE ORGANOS Y LABORATORIO DE HISTOCOMPATIBILIDAD - SECCION BIOLOGIA MOLECULAR ONCOHEMATOLOGICA - CON EQUIPO DE CESION EN USO, ITEM N°1 Y 2","20131257750-SEGURO SOCIAL DE SALUD","20160056062-BELOMED S.R.L.","DIRECTA-PROC-66-2021-ESSALUD-RPR-1","CONTRATO N°003-2022-GRPR-ESSALUD","BIEN","S/","2362016"," "," "," ","19/01/2022","20/01/2022","31/12/2022","Publicado"
"SERVICIO DE MANTENIMIENTO DE JARDINES Y PLANTAS ORNAMENTALES PARA LA RED ASISTENCIAL TUMBES","20131257750-SEGURO SOCIAL DE SALUD","10002401229-VASQUEZ JIMENEZ WILLIAM DAMIAN","AS-SM-10-2021-ESSALUD/RATU-1","01-2022","SERVICIO","S/","53996.4"," "," "," ","18/01/2022","19/01/2022","18/01/2023","Publicado"
"CONTRATO N° 001-D-RAHVCA-ESSALUD-2022 ","20131257750-SEGURO SOCIAL DE SALUD","20134502003-ESTACION DE SERV. ESPINOZA ORE HNOS SRL","SIE-SIE-2-2021-ESSALUD RAHVCA-1","01","BIEN","S/","141825"," "," "," ","21/01/2022","22/01/2022","22/08/2022","Publicado"
"SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA LOS EQUIPOS BIOMÉDICOS DE LA RED ASISTENCIAL TUMBES","20131257750-SEGURO SOCIAL DE SALUD","20489971713-J.J. BIOELECTRORED SERVICE S.R.L.","AS-SM-9-2021-ESSALUD/RATU-1","02-2022","SERVICIO","S/","250000"," "," "," ","19/01/2022","01/02/2022","31/01/2023","Publicado"
"CONTRATACIÓN DEL SERVICIO PARA LA ELABORACIÓN DE COMUNICADOS DE SEGURIDAD DE PRODUCTOS FARMACEUTICOS Y DISPOSITIVOS MÉDICOS","20131257750-SEGURO SOCIAL DE SALUD","10479447956-MEZA MEDINA MARYELY PAMELA","AS-SM-53-2021-ESSALUD/GCL-1","4600056322","SERVICIO","S/","48000"," "," "," ","25/01/2022","26/01/2022","25/01/2023","Publicado"
"CONTRATACIÓN DEL SERVICIO PARA LA BÚSQUEDA Y SÍNTESIS DE EVIDENCIA PARA LA ELABORACIÓN DE UNA GUÍA DE PRÁCTICA CLÍNICA EN CÁNCER DE PRÓSTATA.","20131257750-SEGURO SOCIAL DE SALUD","10712761585-GOICOCHEA LUGO SERGIO ANDRE","AS-SM-56-2021-ESSALUD/GCL-1","4600056294","SERVICIO","S/","84000"," "," "," ","24/01/2022","25/01/2022","24/01/2023","Publicado"
"SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS DE RAYOS X DIGITAL DE LA RED ASISTENCIAL JUNIN POR EL PERIODO DE UN AÑO","20131257750-SEGURO SOCIAL DE SALUD","20605400524-ESPECIALISTAS EN EQUIPOS MEDICOS S.A.C.","AS-SM-35-2021-ESSALUD/RAJUNIN-1","007-2022-ESSALUD-RAJ","SERVICIO","S/","153400"," "," "," ","27/01/2022","28/01/2022","27/01/2023","Publicado"
"162,664.02","20131257750-SEGURO SOCIAL DE SALUD","20100362598-SERVICIOS INTEGRADOS DE LIMPIEZA SA (SIL SA)","DIRECTA-PROC-295-2021-ESSALUD/GCL-1","4600055875","SERVICIO","S/","162664.02"," "," "," ","05/01/2022","06/01/2022","04/04/2022","Publicado"
"ADQUISICION DE PLANTA GENERADORA DE OXIGENO MEDICINAL, REMODELACION DE PLANTA GENERADORA DE OXIGENO MEDICINAL EN EL (LA) EESS HOSPITAL III DANIEL ALCIDES CARRION, DISTRITO DE TACNA, PROVINCIA DE TACNA, DEPARTAMENTO DE TACNA","20131257750-SEGURO SOCIAL DE SALUD","20446323572-FABRIC.Y REPAR.MULT.E INDUSTRIALES S.A.C","DIRECTA-PROC-284-2021-ESSALUD/CEABE-1","4600056152","BIEN","S/","3000000"," "," "," ","18/01/2022","19/01/2022","18/01/2024","Publicado"
"SERVICIO DE MANTENIMIENTO PARA LOS EQUIPOS ELECTROMECÁNICOS DE LA RED ASISTENCIAL TUMBES","20131257750-SEGURO SOCIAL DE SALUD","20489971713-J.J. BIOELECTRORED SERVICE S.R.L.","AS-SM-8-2021-ESSALUD/RATU-1","003-2022","SERVICIO","S/","352200"," "," "," ","21/01/2022","01/02/2022","31/01/2023","Publicado"
"CONTRATACION DE SERVICIO DE INTERMEDIACIÓN LABORAL DE TÉCNICOS ALMACENEROS- RALO","20131257750-SEGURO SOCIAL DE SALUD","20606712589-INVERSIONES Y SERVICIOS CNP DE LA AMAZONIA S.R.L.","AS-SM-20-2021-ESSALUD/RALO-1","03-GRALO-ESSALUD-2022","SERVICIO","S/","212752.68"," "," "," ","27/01/2022","03/02/2022","02/02/2023","Publicado"
" ADQUISICION DE EQUIPAMIENTO BIOMEDICO PARA ALMACENAMIENTO DE VACUNAS DE LA RED ASISTENCIAL LA LIBERTAD - ITEM: CONGELADORA DE ULTRA BAJA TEMPERATURA","20131257750-SEGURO SOCIAL DE SALUD","20511778434-SUPROM PERU S.A.C.","DIRECTA-PROC-155-2021-ESSALUD/CEABE-1","4600056118","BIEN","S/","174000"," "," "," ","28/01/2022","29/01/2022","28/12/2024","Publicado"
"CONTRATACIÓN DEL SERVICIO DE ALQUILER DE ESTRUCTURA METÁLICA PARA LA INFRAESTRUCTURA HOSPITALARIA TEMPORAL PARA LOS PACIENTES AFECTADOS CON EL COVID-19 EN LA RED ASISTENCIAL HUARAZ","20131257750-SEGURO SOCIAL DE SALUD","20605339132-ESTRATO ESTRUCTURAS S.A.C.","DIRECTA-PROC-279-2021-ESSALUD/GCL-1","4600055891","SERVICIO","S/","266000"," "," "," ","01/01/2022","01/01/2022","15/01/2022","Publicado"
"CONTRATACIÓN DEL SERVICIO PARA REVISIÓN TÉCNICA DE PRODUCTOS FARMACÉUTICOS RESPECTO A SU ESPECIFICACIÓN TÉCNICA Y/O SITUACIÓN EN LOS PETITORIOS","20131257750-SEGURO SOCIAL DE SALUD","10468684867-ALCALA QUISPE CRISTIAM ALONSO","AS-SM-55-2021-ESSALUD/GCL-1","4600056336","SERVICIO","S/","60000"," "," "," ","01/02/2022","02/02/2022","31/01/2023","Publicado"
"CONTRATACIÓN DEL SERVICIO DE VIGILANCIA SEGURIDAD PARA LAS INSTALACIONES DE LAS TORRES 1 Y 2 DEL CENTRO DE ATENCIÓN Y AISLAMIENTO VILLA PANAMERICANA","20131257750-SEGURO SOCIAL DE SALUD","20574616086-EMPRESA DE SEGURIDAD Y VIGILANCIA PRIVADA CALAGUA SEGURITY S.R.L.","DIRECTA-PROC-297-2021-ESSALUD/GCL-1","4600055877","SERVICIO","S/","116840.55"," "," "," ","05/01/2022","05/01/2022","20/03/2022","Publicado"
"CONTRATACIÓN DEL SERVICIO PARA LA EVALUACIÓN DE DISPOSITIVOS MÉDICOS INNOVADORES SOLICITADOS POR REDES DESCONCENTRADAS","20131257750-SEGURO SOCIAL DE SALUD","10701696501-AZAÑEDO VILCHEZ DIEGO EDUARDO","AS-SM-59-2021-ESSALUD/GCL-1","4600056273","SERVICIO","S/","90000"," "," "," ","25/01/2022","26/01/2022","24/01/2023","Publicado"
"ADQUISICION DE DISPOSITIVOS MEDICOS PARA LAS REDES DE ESSALUD PERIODO 2021 (03 MESES) - ITEM 1: PANTALON DESCARTABLE TALLA M, ITEM 2: PANTALON DESCARTABLE TALLA L, ITEM 3: PANTALON DESCARTABLE TALLA XL","20131257750-SEGURO SOCIAL DE SALUD","20604227390-SERVICIOS GENERALES JR & CO E.I.R.L.","DIRECTA-PROC-260-2021-ESSALUD/CEABE-1","4600056155","BIEN","S/","694008.7"," "," "," ","18/01/2022","19/01/2022","28/02/2022","Publicado"
"ADQUISICION DE DISPOSITIVOS MEDICOS PARA LAS REDES DE ESSALUD PERIODO 2021 (03 MESES) - ITEM 1: PANTALON DESCARTABLE TALLA M, ITEM 2: PANTALON DESCARTABLE TALLA L, ITEM 3: PANTALON DESCARTABLE TALLA XL","20131257750-SEGURO SOCIAL DE SALUD","20420035901-REPRESENTACIONES MEDICAS M&M S.A.C","DIRECTA-PROC-260-2021-ESSALUD/CEABE-1","4600056156","BIEN","S/","1320079.2"," "," "," ","18/01/2022","19/01/2022","28/02/2022","Publicado"
"ADQUISICION DE DISPOSITIVOS MEDICOS PARA LAS REDES DE ESSALUD PERIODO 2021 (03 MESES) - ITEM 1: PANTALON DESCARTABLE TALLA M, ITEM 2: PANTALON DESCARTABLE TALLA L, ITEM 3: PANTALON DESCARTABLE TALLA XL","20131257750-SEGURO SOCIAL DE SALUD","20544559177-CORPORACION TEXTIL FRALUSE S.A.C","DIRECTA-PROC-260-2021-ESSALUD/CEABE-1","4600056158","BIEN","S/","1394726.75"," "," "," ","18/01/2022","19/01/2022","28/02/2022","Publicado"
" ADQUISICION DE DISPOSITIVOS MEDICOS PARA LAS REDES DE ESSALUD PERIODO 2021 (03 MESES) - ITEM 1: PANTALON DESCARTABLE TALLA M, ITEM 2: PANTALON DESCARTABLE TALLA L, ITEM 3: PANTALON DESCARTABLE TALLA XL","20131257750-SEGURO SOCIAL DE SALUD","20602232574-INDUSTRIA MANUFACTURERA H & C S.A.C.","DIRECTA-PROC-260-2021-ESSALUD/CEABE-1","4600056157","BIEN","S/","185766.6"," "," "," ","18/01/2022","19/01/2022","28/02/2022","Publicado"
"CONTRATACIÓN DEL SERVICIO DE ARRENDAMIENTO DE UN (01) INMUEBLE PARA EL FUNCIONAMIENTO DE LA OFICINA DE SEGUROS Y PRESTACIONES ECONÓMICAS ANCASH, POR EL PERIODO DE TREINTA Y SEIS (36) MESES","20131257750-SEGURO SOCIAL DE SALUD","10332658986-FIGUEROA VALENCIA MARTHA LLICELA","DIRECTA-PROC-9-2021-ESSALUD/RAAN-1","02-GRAAN-ESSALUD-2022","SERVICIO","S/","324000"," "," "," ","12/01/2022","13/01/2022","12/01/2025","Publicado"
"SUMINISTRO DE BIENES AIRE COMPRIMIDO COMPRA LOCAL PARA LOS CAS DE LA RED ASISTENCIAL PIURA","20131257750-SEGURO SOCIAL DE SALUD","20382072023-AIR PRODUCTS PERU S.A.","AS-SM-31-2021-ESSALUD/RAPI-1","CONTRATO 004-OA-GR-RAPI-ESSALUD-2022","BIEN","S/","393360"," "," "," ","26/01/2022","27/01/2022","26/01/2023","Publicado"
"SUMINISTRO DE COMBUSTIBLE PARA LAS UNIDADES MOVILES DE LA RED ASISTENCIAL ANCASH","20131257750-SEGURO SOCIAL DE SALUD","20282738946-EST DE SERVICIOS SENOR DE LA SOLEDAD SRL","SIE-SIE-6-2021-ESSALUD/RAAN-1","CONTRATO 6-GRAAN-ESSALUD-2022","BIEN","S/","707600"," "," "," ","31/01/2022","01/02/2022","31/01/2023","Publicado"
"ADQUISICION DE MOBILIARIO CLINICO PARA EL FORTALECIMIENTO DE CADENA DE FRIO DE INMUNIZACIONES PARA LOS VACUNATORIOS A NIVEL NACIONAL DE ESSALUD EN EL MARCO DE LA EMERGENCIA SANITARIA - ITEM 1: COCHE RODABLE PARA PREPARACION DE PAQUETES FRIOS, ITEM 2: MESA PARA PREPARACION DE TERMOS PORTAVACUNAS Y CAJAS TRANSPORTADORAS, / item 1","20131257750-SEGURO SOCIAL DE SALUD","10436683664-DAVILA RENGIFO ROLY ARMANDO","DIRECTA-PROC-247-2021-ESSALUD/CEABE-1","4600056187","BIEN","S/","67331.25"," "," "," ","27/01/2022","28/01/2022","28/02/2022","Publicado"
"ADQUISICION DE MOBILIARIO CLINICO PARA EL FORTALECIMIENTO DE CADENA DE FRIO DE INMUNIZACIONES PARA LOS VACUNATORIOS A NIVEL NACIONAL DE ESSALUD EN EL MARCO DE LA EMERGENCIA SANITARIA - ITEM 1: COCHE RODABLE PARA PREPARACION DE PAQUETES FRIOS, ITEM 2: MESA PARA PREPARACION DE TERMOS PORTAVACUNAS Y CAJAS TRANSPORTADORAS, item 2","20131257750-SEGURO SOCIAL DE SALUD","20492414299-CORPORACION MEDICA SOCIEDAD ANONIMA CERRADA","DIRECTA-PROC-247-2021-ESSALUD/CEABE-1","4600056188","BIEN","S/","97200"," "," "," ","27/01/2022","28/01/2022","28/02/2022","Publicado"
"ADQUISICION DE EQUIPAMIENTO COMPLEMENTARIO PARA EL HOSPITAL II HUARAZ DE LA RED ASISTENCIAL HUARAZ - ITEM: CAMA CAMILLA BASICA MULTIPROPOSITO PARA UCI","20131257750-SEGURO SOCIAL DE SALUD","20501881083-MOBILIARIOS HOSPITALARIOS SIN FIN S.A.C.","DIRECTA-PROC-263-2021-ESSALUD/CEABE-1","4600056189","BIEN","S/","116725"," "," "," ","20/01/2022","21/01/2022","28/02/2022","Publicado"
"CONTRATACIÓN DEL SERVICIO PARA EVALUACIÓN DE TECNOLOGÍAS SANITARIAS DE PRODUCTOS FARMACÉUTICOS DE ACUERDO A SU SITUACIÓN EN EL PETITORIO FARMACOLÓGICO","20131257750-SEGURO SOCIAL DE SALUD","10452193715-BURELA PRADO PAULA ALEJANDRA","AS-SM-63-2021-ESSALUD/GCL-1","4600056274","SERVICIO","S/","88000"," "," "," ","25/01/2022","26/01/2022","25/11/2022","Publicado"
"Contratación del servicio de alquiler de equipos de comunicaciones, video vigilancia y habilitación de cableado estructurado para ampliación de 347 camas de observación para el Centro de Atención y Aislamiento Covid-19 - Hospital Mongrut","20131257750-SEGURO SOCIAL DE SALUD","20100017491-TELEFONICA DEL PERU SAA","DIRECTA-PROC-170-2021-ESSALUD/GCL-1","4600055545","SERVICIO","S/","524626.44"," "," "," ","11/01/2022","11/01/2022","11/04/2022","Publicado"
"CONTRATACION DIRECTA N°74-2021-ESSALUD-RPR-1 (2107D00741) ""SERVICIO ANUAL DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL EQUIPO FACOEMULSIFICADOR DEL SERVICIO DE OFTALMOLOGIA DEL HNERM""","20131257750-SEGURO SOCIAL DE SALUD","20212561534-ALCON PHARMACEUTICAL DEL PERU SA","DIRECTA-PROC-74-2021-ESSALUD-RPR-1","CONTRATO N°004-2022-GRPR-ESSALUD","SERVICIO","S/","111883.4"," "," "," ","24/01/2022","25/01/2022","25/01/2023","Publicado"
"ADQUISICION DE DISPOSITIVOS MEDICOS, MATERIALES E INSUMOS DE LABORATORIO DE LAS REDES DE ESSALUD - 5 ITEMS","20131257750-SEGURO SOCIAL DE SALUD","20545421276-LABORATORIO ESTERILIZADORA LIMA SOCIEDAD ANONIMA CERRADA","DIRECTA-PROC-245-2021-ESSALUD/CEABE-1","4600056170","BIEN","S/","401638.42"," "," "," ","24/01/2022","25/01/2022","28/02/2022","Publicado"
"ADQUISICION DE DISPOSITIVOS MEDICOS, MATERIALES E INSUMOS DE LABORATORIO DE LAS REDES DE ESSALUD - 5 ITEMS","20131257750-SEGURO SOCIAL DE SALUD","20471476898-MULTIMEDICAL SUPPLIES SAC","DIRECTA-PROC-245-2021-ESSALUD/CEABE-1","4600056172","BIEN","S/","116190"," "," "," ","22/01/2022","24/01/2022","28/02/2022","Publicado"
"ADQUISICION DE DISPOSITIVOS MEDICOS, MATERIALES E INSUMOS DE LABORATORIO DE LAS REDES DE ESSALUD - 5 ITEMS","20131257750-SEGURO SOCIAL DE SALUD","20197705249-UNILENE S.A.C.","DIRECTA-PROC-245-2021-ESSALUD/CEABE-1","4600056171","BIEN","S/","162569.28"," "," "," ","25/01/2022","26/01/2022","28/02/2022","Publicado"
"CONTRATACION DE SERVICIO DE ARRENDAMIENTO DE INMUEBLE PARA FUNCIONAMIENTO DEL CENTRO DEL ADULTO MAYOR DE MOYOBAMBA DE LA RED ASISTENCIAL MOYOBAMBA","20131257750-SEGURO SOCIAL DE SALUD","10008388704-SIMONS PEREIRA MARTHA","DIRECTA-PROC-4-2021-ESSALUD/RAMOY-1","03-UAIHYS-OA-RAMOY-ESSALUD-2022","SERVICIO","S/","77760"," "," "," ","12/01/2022","01/02/2022","31/01/2025","Publicado"
"CONTRATACION DEL SERVICIO DE ASEO, LIMPIEZA E HIGIENE HOSPITALARIA DEL CENTRO DE ATENCION Y AISLAMIENTO VILLA CAYETANO DEL HOSPITAL III JOSE CAYETANO HEREDIA COVID -19 DE LA RED ASISTENCIAL PIURA","20131257750-SEGURO SOCIAL DE SALUD","20100362598-SERVICIOS INTEGRADOS DE LIMPIEZA SA (SIL SA)","DIRECTA-PROC-248-2021-ESSALUD/GCL-1","4600055671","SERVICIO","S/","435144.22"," "," "," ","13/01/2022","14/02/2022","15/03/2022","Publicado"
"CONTRATACIÓN DE SERVICIO PARA LA SUPERVISIÓN DE ENSAYOS CLÍNICOS Y ASISTENCIA TÉCNICA EN ASUNTOS REGULATORIOS EN INVESTIGACIÓN DESARROLLADOS EN ESSALUD","20131257750-SEGURO SOCIAL DE SALUD","10475414972-SOTO ORDOÑEZ SULY MILAGROS","AS-SM-65-2021-ESSALUD/GCL-1","4600056323","SERVICIO","S/","72000"," "," "," ","27/01/2022","28/01/2022","27/01/2023","Publicado"
"CONTRATACION DIRECTA N°70-2021-ESSALUD-RPR-1 (2107D00701) ""ADQUISICION DE MATERIAL MEDICO ESPECIALIZADO PROCESADOR DE SONIDO PARA IMPLANTE COCLEAR POR PACIENTE PARA EL SERVICIO DE CIRUGIA DE ESPECIALIDADES QUIRURGICAS PEDIATRICAS (UNIDAD DE OTORRINOLARINGOLOGIA PEDIATRICA) DEL HNERM - ESSALUD""","20131257750-SEGURO SOCIAL DE SALUD","20565520734-MEDICAL AUDICION PERU E.I.R.L.","DIRECTA-PROC-70-2021-ESSALUD-RPR-1","CONTRATO N°05-2022-GRPR-ESSALUD","BIEN","S/","65000"," "," "," ","01/02/2022","02/02/2022","15/03/2022","Publicado"
"SERVICIO DE RECOJO, TRANSPORTE, TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS BIOCONTAMINADOS HOSPITALARIOS DEL CENTRO DE ATENCION Y AISLAMIENTO COVID 19 VILLA MONGRUT ANEXO DEL HOSPITAL I OCTAVIO MONGRUT MUÑOZ","20131257750-SEGURO SOCIAL DE SALUD","20513383593-PROYECTOS ECOLOGICOS E INDUSTRIALES DAHEMO S.A.C.","DIRECTA-PROC-188-2021-ESSALUD/GCL-1","4600055524","SERVICIO","S/","990000"," "," "," ","13/01/2022","13/01/2022","31/01/2022","Publicado"
"CONTRATACIÓN DEL SERVICIO DE ALQUILER DE ESTRUCTURA METÁLICA PARA LA INFRAESTRUCTURA HOSPITALARIA DEL CENTRO DE ATENCIÓN Y AISLAMIENTO TEMPORAL PARA LOS PACIENTES AFECTADOS CON EL COVID-19 EN LA RED ASISTENCIAL AYACUCHO","20131257750-SEGURO SOCIAL DE SALUD","20543729907-ESCARCENA S.A.C","DIRECTA-PROC-220-2021-ESSALUD/GCL-1","4600055766","SERVICIO","S/","1797251.4"," "," "," ","13/01/2022","13/01/2022","31/01/2022","Publicado"
"SERVICIO DE ALQUILER DE ESTRUCTURA METALICA PARA LA INFRAESTRUCURA HOSPITALARIA TEMPORAL PARA LOS PACIENTES AFECTADOS CON EL COVID 19 EN LA RED ASISTENCIAL ANCASH","20131257750-SEGURO SOCIAL DE SALUD","20514059943-ARQEF SOCIEDAD ANONIMA CERRADA - ARQEF S.A.C.","DIRECTA-PROC-209-2021-ESSALUD/GCL-1","4600055590","SERVICIO","S/","1151486.16"," "," "," ","07/01/2022","07/01/2022","10/01/2022","Publicado"
" Contratación del Servicio de Alimentación para las Torres 1 y 2 del Centro de Atención y Aislamiento Villa Panamericana","20131257750-SEGURO SOCIAL DE SALUD","20341848955-GATE GOURMET PERU S.R.L.","DIRECTA-PROC-301-2021-ESSALUD/GCL-1","4600055897","SERVICIO","S/","3268440"," "," "," ","20/01/2022","20/01/2022","21/02/2022","Publicado"
"ADQUISICIÓN DE EQUIPO DE TOMOGRAFÍA EN EL MARCO DE LA PROPUESTA DE MEJORAMIENTO DEL SERVICIO DE AYUDA AL DIAGNÓSTICO EN LOS ESTABLECIMIENTOS DEL SEGUNDO NIVEL DE ATENCIÓN DE ESSALUD; RED ASISTENCIAL PIURA EN EL MARCO DE LA PROPUESTA DE MEJORAMIENTO DEL SERVICIO DE AYUDA AL DIAGNOSTICO EN LOS ESTABLE","20131257750-SEGURO SOCIAL DE SALUD","20600756011-SIEMENS HEALTHCARE S.A.C","DIRECTA-PROC-262-2021-ESSALUD/CEABE-1","4600056194","BIEN","S/","2939063.82"," "," "," ","19/01/2022","20/01/2022","19/01/2027","Publicado"
" CONTRATACIÓN DEL SERVICIO DE ALIMENTACIÓN PARA LOS PACIENTES Y PERSONAL DEL HOSPITAL CAMPAÑA DEL ANEXO DEL HOSPITAL I OCTAVIO MONGRUT","20131257750-SEGURO SOCIAL DE SALUD","20510608225-INDUSTRIAS MONTE BRAVO S.A.C.","DIRECTA-PROC-325-2021-ESSALUD/GCL-1","4600055984","SERVICIO","S/","117239.4"," "," "," ","06/01/2022","06/01/2022","07/01/2022","Publicado"
"CONTRATACIÓN DE LOS SERVICIOS DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO  DE LAS UNIDADES VEHICULARES DE LA RED ASISTENCIAL PIURA","20131257750-SEGURO SOCIAL DE SALUD","20602273416-CORPORACION AUTOMOTRIZ","AS-SM-4-2021-ESSALUD/RAPI-1","CONTRATO 002-OA-GR-RAPI-ESSALUD-2022","SERVICIO","S/","263764"," "," "," ","19/01/2022","20/01/2022","19/01/2023","Publicado"
"ORDEN DE COMPRA","20131257750-SEGURO SOCIAL DE SALUD","20263368992-CYMED MEDICAL SAC","COMPRE-SM-1-2022-ESSALUD RAHVCA-1","4503966376 ","BIEN","S/","48000"," "," "," ","19/01/2022","20/01/2022","26/01/2022","Publicado"
" ADQUISICIÓN DE BOMBAS DE INFUSIÓN ENDOVENOSA PARA LA UPSS EMERGENCIA DEL HMC - 1RA CONVOCATORIA CORRESPONDIENTE AL AF-2021","20508650451-IAFAS DEL EJERCITO DEL PERU (FOSPEME)","20501645517-VITALTEC S.A.C.","LP-SM-4-2021-IAFAS-EP-1","002-2022","BIEN","S/","481689"," "," "," ","06/01/2022","07/01/2022","30/06/2022","Publicado"
" ADQUISICION DE EQUIPO DE RAYOS X PORTATIL DIGITALIZADO CON DETECTOR FLAT PANEL PARA EL CSM-CUSCO","20508650451-IAFAS DEL EJERCITO DEL PERU (FOSPEME)","20603693290-X RAY MEDICAL SYSTEMS S.A.C","AS-SM-7-2021-IAFAS-EP-1","001-2022","BIEN","S/","240000"," "," "," ","05/01/2022","06/01/2022","30/06/2022","Publicado"
"SERVICIO DE ALQUILER DE LOCAL PARA EL CENTRO DE SERVICIOS AL CONTRIBUYENTE (CSC) MOQUEGUA","20131312955-SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT","10044104402-QUEVEDO ZEGARRA ROSA AMELIA","DIRECTA-PROC-36-2021-SUNAT/3G0300-1","CONTRATO N° 016-2022-SUNAT- ARRENDAMIENTO","SERVICIO","S/","234720","234720","65200","404240","21/01/2022","01/03/2022","28/02/2025","Publicado"
